text_id,n_words,n_tokens,n_nouns,n_verbs,corpus,language
w05010,80,71,23,8,UD_Arabic-PUD,Arabic
n01001,36,31,10,6,UD_Chinese-PUD,Chinese
n01002,48,45,17,9,UD_Chinese-PUD,Chinese
n01003,82,70,19,18,UD_Chinese-PUD,Chinese
n01004,46,39,17,7,UD_Chinese-PUD,Chinese
n01005,65,58,23,12,UD_Chinese-PUD,Chinese
n01006,22,20,4,5,UD_Chinese-PUD,Chinese
n01007,22,20,9,2,UD_Chinese-PUD,Chinese
n01008,20,18,7,4,UD_Chinese-PUD,Chinese
n01009,45,38,15,9,UD_Chinese-PUD,Chinese
n01010,20,20,8,3,UD_Chinese-PUD,Chinese
n01011,45,42,15,11,UD_Chinese-PUD,Chinese
n01012,13,13,5,0,UD_Chinese-PUD,Chinese
n01013,16,15,5,4,UD_Chinese-PUD,Chinese
n01014,33,28,7,7,UD_Chinese-PUD,Chinese
n01015,33,30,9,13,UD_Chinese-PUD,Chinese
n01016,51,43,15,11,UD_Chinese-PUD,Chinese
n01017,79,71,25,17,UD_Chinese-PUD,Chinese
n01018,43,40,13,8,UD_Chinese-PUD,Chinese
n01019,42,36,15,6,UD_Chinese-PUD,Chinese
n01020,59,51,21,5,UD_Chinese-PUD,Chinese
n01021,54,50,15,8,UD_Chinese-PUD,Chinese
n01022,103,84,29,17,UD_Chinese-PUD,Chinese
n01023,55,53,20,16,UD_Chinese-PUD,Chinese
n01024,49,45,15,9,UD_Chinese-PUD,Chinese
n01025,50,43,13,8,UD_Chinese-PUD,Chinese
n01026,42,35,10,10,UD_Chinese-PUD,Chinese
n01027,82,70,31,9,UD_Chinese-PUD,Chinese
n01028,17,16,4,3,UD_Chinese-PUD,Chinese
n01029,77,70,23,11,UD_Chinese-PUD,Chinese
n01030,58,55,18,8,UD_Chinese-PUD,Chinese
n01031,39,35,13,6,UD_Chinese-PUD,Chinese
n01032,20,20,9,1,UD_Chinese-PUD,Chinese
n01033,101,93,34,20,UD_Chinese-PUD,Chinese
n01034,39,36,8,13,UD_Chinese-PUD,Chinese
n01035,71,65,29,12,UD_Chinese-PUD,Chinese
n01036,47,44,16,10,UD_Chinese-PUD,Chinese
n01037,18,16,7,3,UD_Chinese-PUD,Chinese
n01038,35,31,12,5,UD_Chinese-PUD,Chinese
n01039,60,54,14,10,UD_Chinese-PUD,Chinese
n01040,21,21,5,5,UD_Chinese-PUD,Chinese
n01041,45,40,15,12,UD_Chinese-PUD,Chinese
n01042,44,34,13,4,UD_Chinese-PUD,Chinese
n01043,79,67,25,16,UD_Chinese-PUD,Chinese
n01044,33,33,11,9,UD_Chinese-PUD,Chinese
n01045,29,27,10,5,UD_Chinese-PUD,Chinese
n01046,51,49,15,11,UD_Chinese-PUD,Chinese
n01047,16,15,4,2,UD_Chinese-PUD,Chinese
n01048,22,21,7,3,UD_Chinese-PUD,Chinese
n01049,34,31,12,4,UD_Chinese-PUD,Chinese
n01050,70,60,20,15,UD_Chinese-PUD,Chinese
n01051,62,54,16,12,UD_Chinese-PUD,Chinese
n01052,41,38,12,6,UD_Chinese-PUD,Chinese
n01053,62,57,12,16,UD_Chinese-PUD,Chinese
n01054,45,39,10,11,UD_Chinese-PUD,Chinese
n01055,48,41,16,8,UD_Chinese-PUD,Chinese
n01057,31,27,10,3,UD_Chinese-PUD,Chinese
n01058,55,52,17,12,UD_Chinese-PUD,Chinese
n01059,76,63,15,12,UD_Chinese-PUD,Chinese
n01060,20,18,8,4,UD_Chinese-PUD,Chinese
n01061,60,57,14,13,UD_Chinese-PUD,Chinese
n01062,40,36,15,6,UD_Chinese-PUD,Chinese
n01063,82,68,28,13,UD_Chinese-PUD,Chinese
n01064,55,42,14,7,UD_Chinese-PUD,Chinese
n01065,19,19,5,4,UD_Chinese-PUD,Chinese
n01066,55,47,17,11,UD_Chinese-PUD,Chinese
n01067,36,32,7,4,UD_Chinese-PUD,Chinese
n01068,35,31,11,7,UD_Chinese-PUD,Chinese
n01069,76,68,25,16,UD_Chinese-PUD,Chinese
n01070,59,49,16,9,UD_Chinese-PUD,Chinese
n01071,21,21,6,2,UD_Chinese-PUD,Chinese
n01072,63,58,19,18,UD_Chinese-PUD,Chinese
n01073,38,35,15,6,UD_Chinese-PUD,Chinese
n01074,93,81,32,17,UD_Chinese-PUD,Chinese
n01075,34,31,8,4,UD_Chinese-PUD,Chinese
n01076,64,57,21,9,UD_Chinese-PUD,Chinese
n01077,39,37,5,9,UD_Chinese-PUD,Chinese
n01078,20,20,4,5,UD_Chinese-PUD,Chinese
n01079,51,48,12,13,UD_Chinese-PUD,Chinese
n01080,37,33,13,3,UD_Chinese-PUD,Chinese
n01081,16,16,5,3,UD_Chinese-PUD,Chinese
n01082,18,15,5,2,UD_Chinese-PUD,Chinese
n01083,45,43,9,7,UD_Chinese-PUD,Chinese
n01084,72,62,25,15,UD_Chinese-PUD,Chinese
n01085,59,53,13,13,UD_Chinese-PUD,Chinese
n01086,69,62,21,11,UD_Chinese-PUD,Chinese
n01087,92,78,27,19,UD_Chinese-PUD,Chinese
n01088,18,17,3,5,UD_Chinese-PUD,Chinese
n01089,37,32,9,4,UD_Chinese-PUD,Chinese
n01090,35,33,19,1,UD_Chinese-PUD,Chinese
n01091,56,51,20,10,UD_Chinese-PUD,Chinese
n01092,78,69,20,17,UD_Chinese-PUD,Chinese
n01093,57,47,17,11,UD_Chinese-PUD,Chinese
n01094,41,38,11,11,UD_Chinese-PUD,Chinese
n01095,59,49,17,11,UD_Chinese-PUD,Chinese
n01096,62,54,20,8,UD_Chinese-PUD,Chinese
n01097,60,52,16,13,UD_Chinese-PUD,Chinese
n01098,58,53,16,5,UD_Chinese-PUD,Chinese
n01099,21,16,5,3,UD_Chinese-PUD,Chinese
n01101,97,82,27,18,UD_Chinese-PUD,Chinese
n01102,21,19,10,2,UD_Chinese-PUD,Chinese
n01103,18,18,5,4,UD_Chinese-PUD,Chinese
n01104,38,37,13,7,UD_Chinese-PUD,Chinese
n01105,60,54,15,14,UD_Chinese-PUD,Chinese
n01106,41,36,8,8,UD_Chinese-PUD,Chinese
n01107,70,61,20,12,UD_Chinese-PUD,Chinese
n01108,53,50,12,8,UD_Chinese-PUD,Chinese
n01109,58,51,13,10,UD_Chinese-PUD,Chinese
n01110,55,46,18,13,UD_Chinese-PUD,Chinese
n01111,54,49,17,8,UD_Chinese-PUD,Chinese
n01112,60,49,19,6,UD_Chinese-PUD,Chinese
n01113,17,15,2,3,UD_Chinese-PUD,Chinese
n01114,43,41,15,5,UD_Chinese-PUD,Chinese
n01115,41,40,10,10,UD_Chinese-PUD,Chinese
n01116,102,86,32,15,UD_Chinese-PUD,Chinese
n01117,34,33,11,7,UD_Chinese-PUD,Chinese
n01118,59,55,9,18,UD_Chinese-PUD,Chinese
n01119,75,64,23,12,UD_Chinese-PUD,Chinese
n01120,52,43,9,9,UD_Chinese-PUD,Chinese
n01121,41,40,11,9,UD_Chinese-PUD,Chinese
n01122,20,20,9,3,UD_Chinese-PUD,Chinese
n01123,51,43,19,9,UD_Chinese-PUD,Chinese
n01125,60,53,14,11,UD_Chinese-PUD,Chinese
n01127,61,56,20,8,UD_Chinese-PUD,Chinese
n01128,69,61,18,13,UD_Chinese-PUD,Chinese
n01129,73,65,25,9,UD_Chinese-PUD,Chinese
n01130,39,35,5,9,UD_Chinese-PUD,Chinese
n01131,42,40,14,7,UD_Chinese-PUD,Chinese
n01132,40,33,11,6,UD_Chinese-PUD,Chinese
n01133,31,29,10,8,UD_Chinese-PUD,Chinese
n01134,76,60,18,15,UD_Chinese-PUD,Chinese
n01135,24,22,11,3,UD_Chinese-PUD,Chinese
n01136,62,56,20,15,UD_Chinese-PUD,Chinese
n01137,39,33,12,6,UD_Chinese-PUD,Chinese
n01138,61,56,19,14,UD_Chinese-PUD,Chinese
n01139,61,55,23,12,UD_Chinese-PUD,Chinese
n01140,22,22,7,3,UD_Chinese-PUD,Chinese
n01141,73,62,20,15,UD_Chinese-PUD,Chinese
n01142,30,25,9,6,UD_Chinese-PUD,Chinese
n01143,40,37,10,10,UD_Chinese-PUD,Chinese
n01144,89,75,30,11,UD_Chinese-PUD,Chinese
n01145,98,82,31,18,UD_Chinese-PUD,Chinese
n01146,21,19,6,4,UD_Chinese-PUD,Chinese
n01147,57,49,11,13,UD_Chinese-PUD,Chinese
n01148,34,33,10,9,UD_Chinese-PUD,Chinese
n01149,52,48,16,9,UD_Chinese-PUD,Chinese
n01150,70,62,20,13,UD_Chinese-PUD,Chinese
n02002,20,19,7,3,UD_Chinese-PUD,Chinese
n02004,17,17,7,3,UD_Chinese-PUD,Chinese
n02006,17,17,4,5,UD_Chinese-PUD,Chinese
n02007,18,17,5,7,UD_Chinese-PUD,Chinese
n02011,35,29,8,8,UD_Chinese-PUD,Chinese
n02016,15,14,3,4,UD_Chinese-PUD,Chinese
n02017,15,15,7,2,UD_Chinese-PUD,Chinese
n02022,15,14,5,1,UD_Chinese-PUD,Chinese
n02024,17,17,3,4,UD_Chinese-PUD,Chinese
n02027,61,52,19,13,UD_Chinese-PUD,Chinese
n02030,20,19,6,5,UD_Chinese-PUD,Chinese
n02031,20,20,9,2,UD_Chinese-PUD,Chinese
n02032,19,18,3,4,UD_Chinese-PUD,Chinese
n02033,38,38,9,9,UD_Chinese-PUD,Chinese
n02034,21,19,2,4,UD_Chinese-PUD,Chinese
n02036,18,18,6,6,UD_Chinese-PUD,Chinese
n02038,20,20,4,3,UD_Chinese-PUD,Chinese
n02041,18,16,2,6,UD_Chinese-PUD,Chinese
n02042,54,47,20,11,UD_Chinese-PUD,Chinese
n02043,19,19,6,4,UD_Chinese-PUD,Chinese
n02044,33,30,12,9,UD_Chinese-PUD,Chinese
n02046,16,16,1,5,UD_Chinese-PUD,Chinese
n02048,17,17,6,6,UD_Chinese-PUD,Chinese
n02050,19,17,7,5,UD_Chinese-PUD,Chinese
n02052,20,20,6,5,UD_Chinese-PUD,Chinese
n02056,16,15,4,3,UD_Chinese-PUD,Chinese
n02058,17,17,5,3,UD_Chinese-PUD,Chinese
n02066,31,30,5,10,UD_Chinese-PUD,Chinese
n02068,31,29,7,8,UD_Chinese-PUD,Chinese
n02069,17,16,4,4,UD_Chinese-PUD,Chinese
n02073,21,20,8,3,UD_Chinese-PUD,Chinese
n02074,20,18,4,6,UD_Chinese-PUD,Chinese
n02075,21,18,4,1,UD_Chinese-PUD,Chinese
n02076,22,21,9,5,UD_Chinese-PUD,Chinese
n02078,43,41,17,7,UD_Chinese-PUD,Chinese
n02079,22,19,7,3,UD_Chinese-PUD,Chinese
n02081,20,19,9,1,UD_Chinese-PUD,Chinese
n02082,15,14,3,4,UD_Chinese-PUD,Chinese
n02083,15,15,3,4,UD_Chinese-PUD,Chinese
n03001,66,55,18,13,UD_Chinese-PUD,Chinese
n03002,38,37,10,8,UD_Chinese-PUD,Chinese
n03003,33,29,7,5,UD_Chinese-PUD,Chinese
n03004,18,17,4,4,UD_Chinese-PUD,Chinese
n03005,38,31,12,8,UD_Chinese-PUD,Chinese
n03006,85,77,25,9,UD_Chinese-PUD,Chinese
n03007,91,74,18,15,UD_Chinese-PUD,Chinese
n03008,19,17,3,3,UD_Chinese-PUD,Chinese
n03009,35,33,9,7,UD_Chinese-PUD,Chinese
n03010,27,23,9,1,UD_Chinese-PUD,Chinese
n04001,32,29,6,7,UD_Chinese-PUD,Chinese
n04002,66,59,27,13,UD_Chinese-PUD,Chinese
n04003,22,21,6,8,UD_Chinese-PUD,Chinese
n04005,37,34,11,8,UD_Chinese-PUD,Chinese
n04006,71,63,21,19,UD_Chinese-PUD,Chinese
n04007,66,59,27,7,UD_Chinese-PUD,Chinese
n04008,39,36,9,8,UD_Chinese-PUD,Chinese
n04009,42,41,14,9,UD_Chinese-PUD,Chinese
n04010,75,65,23,18,UD_Chinese-PUD,Chinese
n05001,33,30,9,7,UD_Chinese-PUD,Chinese
n05002,93,84,27,11,UD_Chinese-PUD,Chinese
n05003,75,70,24,17,UD_Chinese-PUD,Chinese
n05004,39,35,9,8,UD_Chinese-PUD,Chinese
n05005,36,30,13,3,UD_Chinese-PUD,Chinese
n05006,36,35,13,7,UD_Chinese-PUD,Chinese
n05007,44,42,10,11,UD_Chinese-PUD,Chinese
n05008,38,32,5,7,UD_Chinese-PUD,Chinese
n05009,38,33,9,4,UD_Chinese-PUD,Chinese
n05010,23,22,8,4,UD_Chinese-PUD,Chinese
w01001,16,15,4,2,UD_Chinese-PUD,Chinese
w01002,57,45,13,11,UD_Chinese-PUD,Chinese
w01003,62,57,14,14,UD_Chinese-PUD,Chinese
w01004,23,20,7,5,UD_Chinese-PUD,Chinese
w01005,100,88,30,16,UD_Chinese-PUD,Chinese
w01006,35,35,11,6,UD_Chinese-PUD,Chinese
w01007,67,63,17,13,UD_Chinese-PUD,Chinese
w01008,16,16,7,2,UD_Chinese-PUD,Chinese
w01009,67,59,13,18,UD_Chinese-PUD,Chinese
w01010,98,87,30,18,UD_Chinese-PUD,Chinese
w01012,20,19,6,9,UD_Chinese-PUD,Chinese
w01013,54,50,11,12,UD_Chinese-PUD,Chinese
w01014,16,16,4,2,UD_Chinese-PUD,Chinese
w01016,54,48,16,8,UD_Chinese-PUD,Chinese
w01017,47,40,15,9,UD_Chinese-PUD,Chinese
w01018,55,51,11,11,UD_Chinese-PUD,Chinese
w01019,35,34,13,8,UD_Chinese-PUD,Chinese
w01020,101,84,20,19,UD_Chinese-PUD,Chinese
w01022,60,51,14,15,UD_Chinese-PUD,Chinese
w01023,33,29,10,3,UD_Chinese-PUD,Chinese
w01025,80,68,25,18,UD_Chinese-PUD,Chinese
w01026,36,35,8,11,UD_Chinese-PUD,Chinese
w01027,61,53,18,10,UD_Chinese-PUD,Chinese
w01028,53,48,15,8,UD_Chinese-PUD,Chinese
w01029,51,45,15,9,UD_Chinese-PUD,Chinese
w01030,87,73,19,16,UD_Chinese-PUD,Chinese
w01031,51,45,22,7,UD_Chinese-PUD,Chinese
w01032,18,17,3,4,UD_Chinese-PUD,Chinese
w01033,83,65,22,19,UD_Chinese-PUD,Chinese
w01034,20,20,9,5,UD_Chinese-PUD,Chinese
w01035,86,70,25,14,UD_Chinese-PUD,Chinese
w01036,30,30,7,4,UD_Chinese-PUD,Chinese
w01037,34,29,12,3,UD_Chinese-PUD,Chinese
w01038,73,62,20,12,UD_Chinese-PUD,Chinese
w01039,60,53,14,16,UD_Chinese-PUD,Chinese
w01040,97,82,30,17,UD_Chinese-PUD,Chinese
w01041,19,16,8,4,UD_Chinese-PUD,Chinese
w01042,17,16,3,5,UD_Chinese-PUD,Chinese
w01043,33,30,12,8,UD_Chinese-PUD,Chinese
w01044,16,14,5,2,UD_Chinese-PUD,Chinese
w01045,83,70,24,14,UD_Chinese-PUD,Chinese
w01046,35,31,10,2,UD_Chinese-PUD,Chinese
w01047,84,72,20,15,UD_Chinese-PUD,Chinese
w01048,38,37,12,8,UD_Chinese-PUD,Chinese
w01049,63,54,20,11,UD_Chinese-PUD,Chinese
w01050,88,76,25,20,UD_Chinese-PUD,Chinese
w01051,34,31,10,3,UD_Chinese-PUD,Chinese
w01052,48,43,15,8,UD_Chinese-PUD,Chinese
w01053,89,80,25,22,UD_Chinese-PUD,Chinese
w01054,21,19,5,4,UD_Chinese-PUD,Chinese
w01056,22,19,9,3,UD_Chinese-PUD,Chinese
w01057,64,57,20,10,UD_Chinese-PUD,Chinese
w01058,43,37,13,6,UD_Chinese-PUD,Chinese
w01060,83,74,19,11,UD_Chinese-PUD,Chinese
w01061,14,14,5,3,UD_Chinese-PUD,Chinese
w01062,34,31,10,4,UD_Chinese-PUD,Chinese
w01063,19,19,6,6,UD_Chinese-PUD,Chinese
w01064,20,18,4,4,UD_Chinese-PUD,Chinese
w01065,93,75,23,21,UD_Chinese-PUD,Chinese
w01066,80,73,27,17,UD_Chinese-PUD,Chinese
w01067,55,44,22,6,UD_Chinese-PUD,Chinese
w01068,27,27,11,4,UD_Chinese-PUD,Chinese
w01069,72,61,20,12,UD_Chinese-PUD,Chinese
w01070,94,78,34,18,UD_Chinese-PUD,Chinese
w01071,31,30,6,10,UD_Chinese-PUD,Chinese
w01072,63,58,21,8,UD_Chinese-PUD,Chinese
w01073,106,89,35,13,UD_Chinese-PUD,Chinese
w01074,20,19,8,6,UD_Chinese-PUD,Chinese
w01075,80,71,21,13,UD_Chinese-PUD,Chinese
w01076,30,26,8,7,UD_Chinese-PUD,Chinese
w01078,16,16,8,1,UD_Chinese-PUD,Chinese
w01079,69,60,20,13,UD_Chinese-PUD,Chinese
w01080,102,87,26,23,UD_Chinese-PUD,Chinese
w01081,20,19,5,7,UD_Chinese-PUD,Chinese
w01082,22,19,5,6,UD_Chinese-PUD,Chinese
w01083,38,33,6,9,UD_Chinese-PUD,Chinese
w01084,37,32,14,6,UD_Chinese-PUD,Chinese
w01085,83,77,35,15,UD_Chinese-PUD,Chinese
w01086,26,22,5,3,UD_Chinese-PUD,Chinese
w01087,14,13,7,2,UD_Chinese-PUD,Chinese
w01088,17,16,4,3,UD_Chinese-PUD,Chinese
w01089,55,50,10,15,UD_Chinese-PUD,Chinese
w01091,38,36,10,13,UD_Chinese-PUD,Chinese
w01092,31,30,9,4,UD_Chinese-PUD,Chinese
w01093,16,16,6,3,UD_Chinese-PUD,Chinese
w01094,36,33,5,10,UD_Chinese-PUD,Chinese
w01095,95,82,30,11,UD_Chinese-PUD,Chinese
w01096,50,43,15,6,UD_Chinese-PUD,Chinese
w01097,36,34,12,8,UD_Chinese-PUD,Chinese
w01098,18,17,3,5,UD_Chinese-PUD,Chinese
w01099,38,35,9,15,UD_Chinese-PUD,Chinese
w01100,94,77,33,13,UD_Chinese-PUD,Chinese
w01101,51,41,13,12,UD_Chinese-PUD,Chinese
w01102,33,29,11,5,UD_Chinese-PUD,Chinese
w01103,16,16,4,3,UD_Chinese-PUD,Chinese
w01105,77,69,26,13,UD_Chinese-PUD,Chinese
w01106,45,40,12,9,UD_Chinese-PUD,Chinese
w01107,57,53,14,13,UD_Chinese-PUD,Chinese
w01108,37,34,9,9,UD_Chinese-PUD,Chinese
w01109,56,49,26,5,UD_Chinese-PUD,Chinese
w01111,57,53,16,15,UD_Chinese-PUD,Chinese
w01112,36,34,9,8,UD_Chinese-PUD,Chinese
w01113,69,55,15,20,UD_Chinese-PUD,Chinese
w01114,20,20,11,3,UD_Chinese-PUD,Chinese
w01115,84,73,22,22,UD_Chinese-PUD,Chinese
w01116,49,45,12,9,UD_Chinese-PUD,Chinese
w01117,54,48,15,7,UD_Chinese-PUD,Chinese
w01119,56,51,12,11,UD_Chinese-PUD,Chinese
w01121,20,20,4,3,UD_Chinese-PUD,Chinese
w01122,37,31,13,4,UD_Chinese-PUD,Chinese
w01124,35,31,5,6,UD_Chinese-PUD,Chinese
w01125,87,72,20,20,UD_Chinese-PUD,Chinese
w01127,30,26,8,6,UD_Chinese-PUD,Chinese
w01128,27,26,4,4,UD_Chinese-PUD,Chinese
w01129,55,48,21,9,UD_Chinese-PUD,Chinese
w01130,98,87,31,19,UD_Chinese-PUD,Chinese
w01131,41,35,6,9,UD_Chinese-PUD,Chinese
w01132,65,56,21,12,UD_Chinese-PUD,Chinese
w01133,39,37,16,4,UD_Chinese-PUD,Chinese
w01134,45,41,15,8,UD_Chinese-PUD,Chinese
w01135,84,71,28,17,UD_Chinese-PUD,Chinese
w01136,41,36,18,3,UD_Chinese-PUD,Chinese
w01137,49,46,11,11,UD_Chinese-PUD,Chinese
w01138,16,16,4,1,UD_Chinese-PUD,Chinese
w01139,36,33,13,7,UD_Chinese-PUD,Chinese
w01140,104,88,31,20,UD_Chinese-PUD,Chinese
w01141,54,50,23,8,UD_Chinese-PUD,Chinese
w01142,45,42,12,5,UD_Chinese-PUD,Chinese
w01143,39,35,10,7,UD_Chinese-PUD,Chinese
w01144,94,83,38,14,UD_Chinese-PUD,Chinese
w01146,33,29,7,7,UD_Chinese-PUD,Chinese
w01147,50,42,13,8,UD_Chinese-PUD,Chinese
w01148,18,18,4,4,UD_Chinese-PUD,Chinese
w01149,53,51,14,13,UD_Chinese-PUD,Chinese
w01150,89,76,28,19,UD_Chinese-PUD,Chinese
w02001,39,36,13,7,UD_Chinese-PUD,Chinese
w02002,52,46,14,10,UD_Chinese-PUD,Chinese
w02003,35,34,11,7,UD_Chinese-PUD,Chinese
w02004,52,44,14,9,UD_Chinese-PUD,Chinese
w02005,73,68,22,10,UD_Chinese-PUD,Chinese
w02006,42,37,12,3,UD_Chinese-PUD,Chinese
w02007,81,74,27,13,UD_Chinese-PUD,Chinese
w02008,99,83,27,16,UD_Chinese-PUD,Chinese
w02009,61,52,16,7,UD_Chinese-PUD,Chinese
w02011,33,29,9,5,UD_Chinese-PUD,Chinese
w02012,15,15,6,2,UD_Chinese-PUD,Chinese
w02013,72,66,24,15,UD_Chinese-PUD,Chinese
w02014,38,36,11,8,UD_Chinese-PUD,Chinese
w02015,96,76,29,17,UD_Chinese-PUD,Chinese
w02016,32,30,11,6,UD_Chinese-PUD,Chinese
w02017,32,31,9,5,UD_Chinese-PUD,Chinese
w02018,19,19,5,6,UD_Chinese-PUD,Chinese
w02019,59,54,19,8,UD_Chinese-PUD,Chinese
w03001,46,41,17,10,UD_Chinese-PUD,Chinese
w03002,45,42,13,7,UD_Chinese-PUD,Chinese
w03003,34,30,5,5,UD_Chinese-PUD,Chinese
w03004,33,32,11,6,UD_Chinese-PUD,Chinese
w03005,81,73,17,21,UD_Chinese-PUD,Chinese
w03006,19,18,5,4,UD_Chinese-PUD,Chinese
w03007,37,32,10,9,UD_Chinese-PUD,Chinese
w03008,34,31,13,6,UD_Chinese-PUD,Chinese
w03009,33,33,9,9,UD_Chinese-PUD,Chinese
w03010,97,82,18,16,UD_Chinese-PUD,Chinese
w04001,57,48,16,10,UD_Chinese-PUD,Chinese
w04002,55,45,16,13,UD_Chinese-PUD,Chinese
w04003,29,28,9,4,UD_Chinese-PUD,Chinese
w04004,61,55,14,12,UD_Chinese-PUD,Chinese
w04006,36,34,7,10,UD_Chinese-PUD,Chinese
w04007,80,71,26,16,UD_Chinese-PUD,Chinese
w04008,19,17,3,6,UD_Chinese-PUD,Chinese
w04009,19,18,7,3,UD_Chinese-PUD,Chinese
w04010,86,75,35,15,UD_Chinese-PUD,Chinese
w05001,57,53,17,7,UD_Chinese-PUD,Chinese
w05002,40,40,14,10,UD_Chinese-PUD,Chinese
w05003,60,55,14,15,UD_Chinese-PUD,Chinese
w05004,18,17,5,2,UD_Chinese-PUD,Chinese
w05005,83,76,25,13,UD_Chinese-PUD,Chinese
w05006,38,37,12,9,UD_Chinese-PUD,Chinese
w05007,43,37,15,8,UD_Chinese-PUD,Chinese
w05008,20,18,6,3,UD_Chinese-PUD,Chinese
w05009,21,20,7,5,UD_Chinese-PUD,Chinese
w05010,99,86,33,14,UD_Chinese-PUD,Chinese
n01001,49,42,12,7,UD_Hindi-PUD,Hindi
n01002,44,36,10,4,UD_Hindi-PUD,Hindi
n01003,46,43,9,7,UD_Hindi-PUD,Hindi
n01004,46,41,10,1,UD_Hindi-PUD,Hindi
n01005,52,50,14,5,UD_Hindi-PUD,Hindi
n01006,51,45,15,3,UD_Hindi-PUD,Hindi
n01007,56,52,19,4,UD_Hindi-PUD,Hindi
n01008,58,56,19,9,UD_Hindi-PUD,Hindi
n01009,59,50,13,6,UD_Hindi-PUD,Hindi
n01010,60,54,13,7,UD_Hindi-PUD,Hindi
n01011,58,52,17,7,UD_Hindi-PUD,Hindi
n01012,52,44,12,10,UD_Hindi-PUD,Hindi
n01013,50,40,13,3,UD_Hindi-PUD,Hindi
n01014,50,47,20,5,UD_Hindi-PUD,Hindi
n01015,50,44,12,6,UD_Hindi-PUD,Hindi
n01016,57,50,15,2,UD_Hindi-PUD,Hindi
n01017,59,54,21,3,UD_Hindi-PUD,Hindi
n01018,61,49,10,10,UD_Hindi-PUD,Hindi
n01019,57,47,14,6,UD_Hindi-PUD,Hindi
n01020,56,51,17,5,UD_Hindi-PUD,Hindi
n01021,58,46,9,6,UD_Hindi-PUD,Hindi
n01022,54,49,16,7,UD_Hindi-PUD,Hindi
n01023,48,38,12,6,UD_Hindi-PUD,Hindi
n01024,51,43,12,5,UD_Hindi-PUD,Hindi
n01025,53,47,8,7,UD_Hindi-PUD,Hindi
n01026,54,52,8,5,UD_Hindi-PUD,Hindi
n01027,53,45,16,6,UD_Hindi-PUD,Hindi
n01028,59,46,15,3,UD_Hindi-PUD,Hindi
n01029,59,48,14,4,UD_Hindi-PUD,Hindi
n01030,57,45,15,5,UD_Hindi-PUD,Hindi
n01031,53,47,11,6,UD_Hindi-PUD,Hindi
n01032,61,53,8,6,UD_Hindi-PUD,Hindi
n01033,52,48,18,2,UD_Hindi-PUD,Hindi
n01034,55,48,12,6,UD_Hindi-PUD,Hindi
n01035,53,52,13,4,UD_Hindi-PUD,Hindi
n01036,55,45,21,2,UD_Hindi-PUD,Hindi
n01037,52,39,8,4,UD_Hindi-PUD,Hindi
n01038,53,49,15,5,UD_Hindi-PUD,Hindi
n01039,57,53,20,4,UD_Hindi-PUD,Hindi
n01040,54,49,18,3,UD_Hindi-PUD,Hindi
n01041,56,48,14,4,UD_Hindi-PUD,Hindi
n01042,50,43,16,4,UD_Hindi-PUD,Hindi
n01043,55,42,11,6,UD_Hindi-PUD,Hindi
n01044,55,50,14,3,UD_Hindi-PUD,Hindi
n01045,59,48,10,9,UD_Hindi-PUD,Hindi
n01046,58,46,17,4,UD_Hindi-PUD,Hindi
n01047,57,50,14,4,UD_Hindi-PUD,Hindi
n01048,53,45,19,3,UD_Hindi-PUD,Hindi
n01049,55,47,13,6,UD_Hindi-PUD,Hindi
n01050,59,50,9,6,UD_Hindi-PUD,Hindi
n01051,51,47,14,5,UD_Hindi-PUD,Hindi
n01052,63,57,16,7,UD_Hindi-PUD,Hindi
n01053,59,48,11,3,UD_Hindi-PUD,Hindi
n01054,64,57,22,6,UD_Hindi-PUD,Hindi
n01055,58,45,14,9,UD_Hindi-PUD,Hindi
n01057,57,48,11,4,UD_Hindi-PUD,Hindi
n01058,57,48,17,4,UD_Hindi-PUD,Hindi
n01059,53,43,17,4,UD_Hindi-PUD,Hindi
n01060,52,44,14,5,UD_Hindi-PUD,Hindi
n01061,52,41,15,2,UD_Hindi-PUD,Hindi
n01062,54,47,22,6,UD_Hindi-PUD,Hindi
n01063,55,48,17,9,UD_Hindi-PUD,Hindi
n01064,51,44,14,8,UD_Hindi-PUD,Hindi
n01065,51,42,14,7,UD_Hindi-PUD,Hindi
n01066,49,45,12,6,UD_Hindi-PUD,Hindi
n01067,51,45,12,5,UD_Hindi-PUD,Hindi
n01068,51,46,15,7,UD_Hindi-PUD,Hindi
n01069,50,37,10,2,UD_Hindi-PUD,Hindi
n01070,58,50,24,4,UD_Hindi-PUD,Hindi
n01071,58,47,14,6,UD_Hindi-PUD,Hindi
n01072,59,53,17,6,UD_Hindi-PUD,Hindi
n01073,54,45,18,4,UD_Hindi-PUD,Hindi
n01074,58,50,12,5,UD_Hindi-PUD,Hindi
n01075,58,52,10,5,UD_Hindi-PUD,Hindi
n01076,53,45,14,3,UD_Hindi-PUD,Hindi
n01077,57,51,16,3,UD_Hindi-PUD,Hindi
n01078,59,50,21,4,UD_Hindi-PUD,Hindi
n01079,60,52,12,11,UD_Hindi-PUD,Hindi
n01080,58,51,15,4,UD_Hindi-PUD,Hindi
n01081,59,50,12,8,UD_Hindi-PUD,Hindi
n01082,57,50,20,2,UD_Hindi-PUD,Hindi
n01083,60,50,17,6,UD_Hindi-PUD,Hindi
n01084,61,58,13,9,UD_Hindi-PUD,Hindi
n01085,63,51,20,8,UD_Hindi-PUD,Hindi
