doc_id,pos,pos2,type
doc1203,ADV,PUNCT,ham
doc1203,PUNCT,PRON,ham
doc1203,PRON,VERB,ham
doc1203,VERB,NOUN,ham
doc1203,NOUN,NOUN,ham
doc1203,NOUN,VERB,ham
doc1203,VERB,ADP,ham
doc1203,ADP,NOUN,ham
doc1203,NOUN,NOUN,ham
doc1203,NOUN,NOUN,ham
doc1203,NOUN,PUNCT,ham
doc1203,PUNCT,NA,ham
doc1204,NOUN,ADP,ham
doc1204,ADP,NOUN,ham
doc1204,NOUN,PUNCT,ham
doc1204,PUNCT,PRON,ham
doc1204,PRON,AUX,ham
doc1204,AUX,AUX,ham
doc1204,AUX,VERB,ham
doc1204,VERB,PART,ham
doc1204,PART,VERB,ham
doc1204,VERB,ADP,ham
doc1204,ADP,PRON,ham
doc1204,PRON,PUNCT,ham
doc1204,PUNCT,NA,ham
doc1205,ADP,DET,spam
doc1205,DET,NOUN,spam
doc1205,NOUN,NOUN,spam
doc1205,NOUN,ADP,spam
doc1205,ADP,PROPN,spam
doc1205,PROPN,NUM,spam
doc1205,NUM,DET,spam
doc1205,DET,NOUN,spam
doc1205,NOUN,ADP,spam
doc1205,ADP,PRON,spam
doc1205,PRON,NOUN,spam
doc1205,NOUN,ADJ,spam
doc1205,ADJ,NUM,spam
doc1205,NUM,CCONJ,spam
doc1205,CCONJ,VERB,spam
doc1205,VERB,PRON,spam
doc1205,PRON,SYM,spam
doc1205,SYM,NUM,spam
doc1205,NUM,ADV,spam
doc1205,ADV,VERB,spam
doc1205,VERB,ADP,spam
doc1205,ADP,PROPN,spam
doc1205,PROPN,ADP,spam
doc1205,ADP,NUM,spam
doc1205,NUM,PROPN,spam
doc1205,PROPN,PROPN,spam
doc1205,PROPN,NUM,spam
doc1205,NUM,NA,spam
doc1206,DET,ADJ,ham
doc1206,ADJ,NOUN,ham
doc1206,NOUN,VERB,ham
doc1206,VERB,DET,ham
doc1206,DET,ADJ,ham
doc1206,ADJ,NUM,ham
doc1206,NUM,PUNCT,ham
doc1206,PUNCT,NOUN,ham
doc1206,NOUN,CCONJ,ham
doc1206,CCONJ,AUX,ham
doc1206,AUX,VERB,ham
doc1206,VERB,DET,ham
doc1206,DET,NOUN,ham
doc1206,NOUN,VERB,ham
doc1206,VERB,X,ham
doc1206,X,NOUN,ham
doc1206,NOUN,CCONJ,ham
doc1206,CCONJ,ADV,ham
doc1206,ADV,ADP,ham
doc1206,ADP,PRON,ham
doc1206,PRON,NOUN,ham
doc1206,NOUN,AUX,ham
doc1206,AUX,VERB,ham
doc1206,VERB,ADV,ham
doc1206,ADV,PUNCT,ham
doc1206,PUNCT,SYM,ham
doc1206,SYM,PUNCT,ham
doc1206,PUNCT,NA,ham
doc1207,ADP,DET,spam
doc1207,DET,PROPN,spam
doc1207,PROPN,NOUN,spam
doc1207,NOUN,PUNCT,spam
doc1207,PUNCT,PRON,spam
doc1207,PRON,AUX,spam
doc1207,AUX,VERB,spam
doc1207,VERB,PART,spam
doc1207,PART,VERB,spam
doc1207,VERB,DET,spam
doc1207,DET,NOUN,spam
doc1207,NOUN,PUNCT,spam
doc1207,PUNCT,VERB,spam
doc1207,VERB,PRON,spam
doc1207,PRON,VERB,spam
doc1207,VERB,ADP,spam
doc1207,ADP,PRON,spam
doc1207,PRON,NOUN,spam
doc1207,NOUN,PUNCT,spam
doc1207,PUNCT,ADP,spam
doc1207,ADP,DET,spam
doc1207,DET,NOUN,spam
doc1207,NOUN,ADJ,spam
doc1207,ADJ,ADP,spam
doc1207,ADP,DET,spam
doc1207,DET,PUNCT,spam
doc1207,PUNCT,NUM,spam
doc1207,NUM,ADP,spam
doc1207,ADP,NOUN,spam
doc1207,NOUN,PUNCT,spam
doc1207,PUNCT,NUM,spam
doc1207,NUM,NOUN,spam
doc1207,NOUN,PUNCT,spam
doc1207,PUNCT,NOUN,spam
doc1207,NOUN,PUNCT,spam
doc1207,PUNCT,PROPN,spam
doc1207,PROPN,NUM,spam
doc1207,NUM,PROPN,spam
doc1207,PROPN,NA,spam
doc1208,PRON,VERB,ham
doc1208,VERB,PRON,ham
doc1208,PRON,PART,ham
doc1208,PART,AUX,ham
doc1208,AUX,ADP,ham
doc1208,ADP,PRON,ham
doc1208,PRON,ADJ,ham
doc1208,ADJ,NOUN,ham
doc1208,NOUN,PUNCT,ham
doc1208,PUNCT,NA,ham
doc1209,ADV,ADV,ham
doc1209,ADV,AUX,ham
doc1209,AUX,PRON,ham
doc1209,PRON,VERB,ham
doc1209,VERB,ADP,ham
doc1209,ADP,NA,ham
doc1210,PRON,NOUN,ham
doc1210,NOUN,ADJ,ham
doc1210,ADJ,AUX,ham
doc1210,AUX,ADP,ham
doc1210,ADP,NOUN,ham
doc1210,NOUN,PUNCT,ham
doc1210,PUNCT,NA,ham
doc1211,PROPN,PRON,ham
doc1211,PRON,AUX,ham
doc1211,AUX,PART,ham
doc1211,PART,VERB,ham
doc1211,VERB,PART,ham
doc1211,PART,AUX,ham
doc1211,AUX,ADV,ham
doc1211,ADV,ADP,ham
doc1211,ADP,NUM,ham
doc1211,NUM,PUNCT,ham
doc1211,PUNCT,NA,ham
doc1212,INTJ,ADV,ham
doc1212,ADV,PRON,ham
doc1212,PRON,AUX,ham
doc1212,AUX,VERB,ham
doc1212,VERB,PART,ham
doc1212,PART,VERB,ham
doc1212,VERB,ADV,ham
doc1212,ADV,ADP,ham
doc1212,ADP,DET,ham
doc1212,DET,DET,ham
doc1212,DET,NOUN,ham
doc1212,NOUN,NA,ham
doc1213,INTJ,PUNCT,ham
doc1213,PUNCT,DET,ham
doc1213,DET,NOUN,ham
doc1213,NOUN,ADV,ham
doc1213,ADV,ADV,ham
doc1213,ADV,PUNCT,ham
doc1213,PUNCT,ADJ,ham
doc1213,ADJ,PART,ham
doc1213,PART,VERB,ham
doc1213,VERB,PART,ham
doc1213,PART,VERB,ham
doc1213,VERB,ADV,ham
doc1213,ADV,NA,ham
doc1214,INTJ,PUNCT,ham
doc1214,PUNCT,ADV,ham
doc1214,ADV,CCONJ,ham
doc1214,CCONJ,PART,ham
doc1214,PART,ADJ,ham
doc1214,ADJ,PUNCT,ham
doc1214,PUNCT,PRON,ham
doc1214,PRON,INTJ,ham
doc1214,INTJ,VERB,ham
doc1214,VERB,PRON,ham
doc1214,PRON,VERB,ham
doc1214,VERB,PUNCT,ham
doc1214,PUNCT,CCONJ,ham
doc1214,CCONJ,ADV,ham
doc1214,ADV,PRON,ham
doc1214,PRON,AUX,ham
doc1214,AUX,PART,ham
doc1214,PART,VERB,ham
doc1214,VERB,PUNCT,ham
doc1214,PUNCT,ADV,ham
doc1214,ADV,ADV,ham
doc1214,ADV,SCONJ,ham
doc1214,SCONJ,PRON,ham
doc1214,PRON,VERB,ham
doc1214,VERB,ADP,ham
doc1214,ADP,ADV,ham
doc1214,ADV,PRON,ham
doc1214,PRON,VERB,ham
doc1214,VERB,ADV,ham
doc1214,ADV,ADV,ham
doc1214,ADV,PUNCT,ham
doc1214,PUNCT,NA,ham
doc1215,PRON,AUX,ham
doc1215,AUX,VERB,ham
doc1215,VERB,ADV,ham
doc1215,ADV,PUNCT,ham
doc1215,PUNCT,DET,ham
doc1215,DET,NOUN,ham
doc1215,NOUN,SCONJ,ham
doc1215,SCONJ,SCONJ,ham
doc1215,SCONJ,PRON,ham
doc1215,PRON,AUX,ham
doc1215,AUX,PART,ham
doc1215,PART,VERB,ham
doc1215,VERB,SCONJ,ham
doc1215,SCONJ,PRON,ham
doc1215,PRON,VERB,ham
doc1215,VERB,NA,ham
doc1216,PRON,AUX,ham
doc1216,AUX,AUX,ham
doc1216,AUX,ADJ,ham
doc1216,ADJ,SYM,ham
doc1216,SYM,PRON,ham
doc1216,PRON,AUX,ham
doc1216,AUX,VERB,ham
doc1216,VERB,PRON,ham
doc1216,PRON,ADP,ham
doc1216,ADP,NOUN,ham
doc1216,NOUN,PUNCT,ham
doc1216,PUNCT,AUX,ham
doc1216,AUX,PRON,ham
doc1216,PRON,PUNCT,ham
doc1216,PUNCT,PART,ham
doc1216,PART,VERB,ham
doc1216,VERB,PRON,ham
doc1216,PRON,PUNCT,ham
doc1216,PUNCT,NA,ham
doc1217,PRON,VERB,spam
doc1217,VERB,NUM,spam
doc1217,NUM,ADJ,spam
doc1217,ADJ,NOUN,spam
doc1217,NOUN,PUNCT,spam
doc1217,PUNCT,INTJ,spam
doc1217,INTJ,VERB,spam
doc1217,VERB,NUM,spam
doc1217,NUM,PUNCT,spam
doc1217,PUNCT,NA,spam
doc1218,PROPN,PUNCT,ham
doc1218,PUNCT,AUX,ham
doc1218,AUX,PRON,ham
doc1218,PRON,VERB,ham
doc1218,VERB,PRON,ham
doc1218,PRON,NOUN,ham
doc1218,NOUN,CCONJ,ham
doc1218,CCONJ,AUX,ham
doc1218,AUX,PRON,ham
doc1218,PRON,VERB,ham
doc1218,VERB,PART,ham
doc1218,PART,ADV,ham
doc1218,ADV,VERB,ham
doc1218,VERB,ADP,ham
doc1218,ADP,NOUN,ham
doc1218,NOUN,NA,ham
doc1219,PROPN,PUNCT,ham
doc1219,PUNCT,PRON,ham
doc1219,PRON,AUX,ham
doc1219,AUX,ADV,ham
doc1219,ADV,ADJ,ham
doc1219,ADJ,PUNCT,ham
doc1219,PUNCT,PUNCT,ham
doc1219,PUNCT,ADV,ham
doc1219,ADV,AUX,ham
doc1219,AUX,PRON,ham
doc1219,PRON,VERB,ham
doc1219,VERB,DET,ham
doc1219,DET,NOUN,ham
doc1219,NOUN,PUNCT,ham
doc1219,PUNCT,NA,ham
doc1220,ADJ,PUNCT,ham
doc1220,PUNCT,PRON,ham
doc1220,PRON,AUX,ham
doc1220,AUX,ADJ,ham
doc1220,ADJ,PUNCT,ham
doc1220,PUNCT,CCONJ,ham
doc1220,CCONJ,SCONJ,ham
doc1220,SCONJ,PRON,ham
doc1220,PRON,VERB,ham
doc1220,VERB,DET,ham
doc1220,DET,ADJ,ham
doc1220,ADJ,NOUN,ham
doc1220,NOUN,CCONJ,ham
doc1220,CCONJ,VERB,ham
doc1220,VERB,ADP,ham
doc1220,ADP,NOUN,ham
doc1220,NOUN,PUNCT,ham
doc1220,PUNCT,PRON,ham
doc1220,PRON,VERB,ham
doc1220,VERB,NUM,ham
doc1220,NUM,NOUN,ham
doc1220,NOUN,ADP,ham
doc1220,ADP,NOUN,ham
doc1220,NOUN,PUNCT,ham
doc1220,PUNCT,ADV,ham
doc1220,ADV,PRON,ham
doc1220,PRON,VERB,ham
doc1220,VERB,NOUN,ham
doc1220,NOUN,ADJ,ham
doc1220,ADJ,PUNCT,ham
doc1220,PUNCT,NA,ham
doc1221,INTJ,PUNCT,spam
doc1221,PUNCT,NUM,spam
doc1221,NUM,PROPN,spam
doc1221,PROPN,NUM,spam
doc1221,NUM,NUM,spam
doc1221,NUM,PRON,spam
doc1221,PRON,VERB,spam
doc1221,VERB,DET,spam
doc1221,DET,NOUN,spam
doc1221,NOUN,PUNCT,spam
doc1221,PUNCT,ADV,spam
doc1221,ADV,ADP,spam
doc1221,ADP,PROPN,spam
doc1221,PROPN,ADP,spam
doc1221,ADP,NUM,spam
doc1221,NUM,PUNCT,spam
doc1221,PUNCT,NOUN,spam
doc1221,NOUN,PROPN,spam
doc1221,PROPN,PROPN,spam
doc1221,PROPN,PUNCT,spam
doc1221,PUNCT,ADV,spam
doc1221,ADV,VERB,spam
doc1221,VERB,ADV,spam
doc1221,ADV,ADV,spam
doc1221,ADV,CCONJ,spam
doc1221,CCONJ,VERB,spam
doc1221,VERB,PRON,spam
doc1221,PRON,NOUN,spam
doc1221,NOUN,PUNCT,spam
doc1221,PUNCT,NUM,spam
doc1221,NUM,NOUN,spam
doc1221,NOUN,PUNCT,spam
doc1221,PUNCT,NOUN,spam
doc1221,NOUN,NUM,spam
doc1221,NUM,NOUN,spam
doc1221,NOUN,PROPN,spam
doc1221,PROPN,NUM,spam
doc1221,NUM,NOUN,spam
doc1221,NOUN,NA,spam
doc1222,PROPN,VERB,ham
doc1222,VERB,PRON,ham
doc1222,PRON,VERB,ham
doc1222,VERB,PUNCT,ham
doc1222,PUNCT,NA,ham
doc1223,VERB,PRON,ham
doc1223,PRON,ADJ,ham
doc1223,ADJ,NOUN,ham
doc1223,NOUN,PUNCT,ham
doc1223,PUNCT,ADV,ham
doc1223,ADV,PRON,ham
doc1223,PRON,VERB,ham
doc1223,VERB,ADP,ham
doc1223,ADP,NOUN,ham
doc1223,NOUN,PUNCT,ham
doc1223,PUNCT,NA,ham
doc1224,PROPN,NOUN,ham
doc1224,NOUN,ADV,ham
doc1224,ADV,ADP,ham
doc1224,ADP,DET,ham
doc1224,DET,NOUN,ham
doc1224,NOUN,VERB,ham
doc1224,VERB,NOUN,ham
doc1224,NOUN,NA,ham
doc1225,PRON,AUX,spam
doc1225,AUX,DET,spam
doc1225,DET,NOUN,spam
doc1225,NOUN,PRON,spam
doc1225,PRON,AUX,spam
doc1225,AUX,AUX,spam
doc1225,AUX,ADV,spam
doc1225,ADV,VERB,spam
doc1225,VERB,NUM,spam
doc1225,NUM,NOUN,spam
doc1225,NOUN,SYM,spam
doc1225,SYM,NUM,spam
doc1225,NUM,NOUN,spam
doc1225,NOUN,CCONJ,spam
doc1225,CCONJ,DET,spam
doc1225,DET,NUM,spam
doc1225,NUM,PUNCT,spam
doc1225,PUNCT,NOUN,spam
doc1225,NOUN,PUNCT,spam
doc1225,PUNCT,NOUN,spam
doc1225,NOUN,X,spam
doc1225,X,PUNCT,spam
doc1225,PUNCT,VERB,spam
doc1225,VERB,ADP,spam
doc1225,ADP,DET,spam
doc1225,DET,NOUN,spam
doc1225,NOUN,NOUN,spam
doc1225,NOUN,NUM,spam
doc1225,NUM,NOUN,spam
doc1225,NOUN,NUM,spam
doc1225,NUM,NA,spam
doc1226,ADV,PUNCT,ham
doc1226,PUNCT,PRON,ham
doc1226,PRON,AUX,ham
doc1226,AUX,VERB,ham
doc1226,VERB,DET,ham
doc1226,DET,NOUN,ham
doc1226,NOUN,INTJ,ham
doc1226,INTJ,DET,ham
doc1226,DET,NUM,ham
doc1226,NUM,NOUN,ham
doc1226,NOUN,NOUN,ham
doc1226,NOUN,PUNCT,ham
doc1226,PUNCT,ADJ,ham
doc1226,ADJ,ADP,ham
doc1226,ADP,DET,ham
doc1226,DET,NOUN,ham
doc1226,NOUN,PUNCT,ham
doc1226,PUNCT,NA,ham
doc1227,VERB,ADP,spam
doc1227,ADP,PRON,spam
doc1227,PRON,NOUN,spam
doc1227,NOUN,CCONJ,spam
doc1227,CCONJ,NOUN,spam
doc1227,NOUN,CCONJ,spam
doc1227,CCONJ,PRON,spam
doc1227,PRON,AUX,spam
doc1227,AUX,VERB,spam
doc1227,VERB,ADP,spam
doc1227,ADP,NOUN,spam
doc1227,NOUN,DET,spam
doc1227,DET,NOUN,spam
doc1227,NOUN,ADV,spam
doc1227,ADV,ADJ,spam
doc1227,ADJ,NOUN,spam
doc1227,NOUN,ADP,spam
doc1227,ADP,ADJ,spam
doc1227,ADJ,ADJ,spam
doc1227,ADJ,NOUN,spam
doc1227,NOUN,ADP,spam
doc1227,ADP,NUM,spam
doc1227,NUM,NOUN,spam
doc1227,NOUN,NA,spam
doc1228,ADV,SYM,ham
doc1228,SYM,AUX,ham
doc1228,AUX,AUX,ham
doc1228,AUX,VERB,ham
doc1228,VERB,NOUN,ham
doc1228,NOUN,NOUN,ham
doc1228,NOUN,NOUN,ham
doc1228,NOUN,NOUN,ham
doc1228,NOUN,PUNCT,ham
doc1228,PUNCT,NA,ham
doc1229,ADJ,NOUN,spam
doc1229,NOUN,ADP,spam
doc1229,ADP,PRON,spam
doc1229,PRON,NUM,spam
doc1229,NUM,ADJ,spam
doc1229,ADJ,NOUN,spam
doc1229,NOUN,ADV,spam
doc1229,ADV,VERB,spam
doc1229,VERB,DET,spam
doc1229,DET,NOUN,spam
doc1229,NOUN,ADV,spam
doc1229,ADV,ADP,spam
doc1229,ADP,NUM,spam
doc1229,NUM,PROPN,spam
doc1229,PROPN,NUM,spam
doc1229,NUM,X,spam
doc1229,X,X,spam
doc1229,X,X,spam
doc1229,X,X,spam
doc1229,X,ADJ,spam
doc1229,ADJ,NOUN,spam
doc1229,NOUN,NUM,spam
doc1229,NUM,PUNCT,spam
doc1229,PUNCT,NA,spam
doc1230,PROPN,VERB,ham
doc1230,VERB,PRON,ham
doc1230,PRON,ADJ,ham
doc1230,ADJ,PUNCT,ham
doc1230,PUNCT,PRON,ham
doc1230,PRON,AUX,ham
doc1230,AUX,VERB,ham
doc1230,VERB,ADV,ham
doc1230,ADV,PUNCT,ham
doc1230,PUNCT,NA,ham
doc1231,PRON,VERB,ham
doc1231,VERB,PART,ham
doc1231,PART,VERB,ham
doc1231,VERB,PRON,ham
doc1231,PRON,PRON,ham
doc1231,PRON,AUX,ham
doc1231,AUX,VERB,ham
doc1231,VERB,ADV,ham
doc1231,ADV,PUNCT,ham
doc1231,PUNCT,CCONJ,ham
doc1231,CCONJ,NOUN,ham
doc1231,NOUN,NOUN,ham
doc1231,NOUN,PUNCT,ham
doc1231,PUNCT,NUM,ham
doc1231,NUM,AUX,ham
doc1231,AUX,PART,ham
doc1231,PART,ADJ,ham
doc1231,ADJ,NOUN,ham
doc1231,NOUN,PUNCT,ham
doc1231,PUNCT,NA,ham
doc1232,AUX,VERB,ham
doc1232,VERB,PUNCT,ham
doc1232,PUNCT,ADJ,ham
doc1232,ADJ,NOUN,ham
doc1232,NOUN,PART,ham
doc1232,PART,VERB,ham
doc1232,VERB,PUNCT,ham
doc1232,PUNCT,AUX,ham
doc1232,AUX,AUX,ham
doc1232,AUX,ADP,ham
doc1232,ADP,PUNCT,ham
doc1232,PUNCT,NOUN,ham
doc1232,NOUN,ADV,ham
doc1232,ADV,PUNCT,ham
doc1232,PUNCT,NA,ham
doc1233,PART,NOUN,ham
doc1233,NOUN,NOUN,ham
doc1233,NOUN,VERB,ham
doc1233,VERB,PRON,ham
doc1233,PRON,PUNCT,ham
doc1233,PUNCT,NA,ham
doc1234,INTJ,INTJ,ham
doc1234,INTJ,PUNCT,ham
doc1234,PUNCT,PRON,ham
doc1234,PRON,AUX,ham
doc1234,AUX,VERB,ham
doc1234,VERB,PRON,ham
doc1234,PRON,VERB,ham
doc1234,VERB,ADV,ham
doc1234,ADV,PUNCT,ham
doc1234,PUNCT,NA,ham
doc1235,PUNCT,ADJ,ham
doc1235,ADJ,NOUN,ham
doc1235,NOUN,VERB,ham
doc1235,VERB,ADJ,ham
doc1235,ADJ,NOUN,ham
doc1235,NOUN,PRON,ham
doc1235,PRON,VERB,ham
doc1235,VERB,DET,ham
doc1235,DET,NOUN,ham
doc1235,NOUN,PUNCT,ham
doc1235,PUNCT,AUX,ham
doc1235,AUX,PART,ham
doc1235,PART,VERB,ham
doc1235,VERB,ADV,ham
doc1235,ADV,SYM,ham
doc1235,SYM,NOUN,ham
doc1235,NOUN,NUM,ham
doc1235,NUM,NOUN,ham
doc1235,NOUN,CCONJ,ham
doc1235,CCONJ,PUNCT,ham
doc1235,PUNCT,VERB,ham
doc1235,VERB,ADJ,ham
doc1235,ADJ,NOUN,ham
doc1235,NOUN,SYM,ham
doc1235,SYM,NOUN,ham
doc1235,NOUN,NOUN,ham
doc1235,NOUN,PUNCT,ham
doc1235,PUNCT,PUNCT,ham
doc1235,PUNCT,PUNCT,ham
doc1235,PUNCT,NA,ham
doc1236,PRON,NOUN,ham
doc1236,NOUN,ADP,ham
doc1236,ADP,PRON,ham
doc1236,PRON,PUNCT,ham
doc1236,PUNCT,X,ham
doc1236,X,PUNCT,ham
doc1236,PUNCT,NOUN,ham
doc1236,NOUN,NUM,ham
doc1236,NUM,PUNCT,ham
doc1236,PUNCT,PROPN,ham
doc1236,PROPN,NUM,ham
doc1236,NUM,PUNCT,ham
doc1236,PUNCT,PROPN,ham
doc1236,PROPN,X,ham
doc1236,X,PUNCT,ham
doc1236,PUNCT,ADJ,ham
doc1236,ADJ,X,ham
doc1236,X,PUNCT,ham
doc1236,PUNCT,NOUN,ham
doc1236,NOUN,NUM,ham
doc1236,NUM,PUNCT,ham
doc1236,PUNCT,ADJ,ham
doc1236,ADJ,NOUN,ham
doc1236,NOUN,X,ham
doc1236,X,PUNCT,ham
doc1236,PUNCT,PART,ham
doc1236,PART,VERB,ham
doc1236,VERB,NUM,ham
doc1236,NUM,PUNCT,ham
doc1236,PUNCT,NOUN,ham
doc1236,NOUN,NUM,ham
doc1236,NUM,PUNCT,ham
doc1236,PUNCT,ADJ,ham
doc1236,ADJ,NOUN,ham
doc1236,NOUN,VERB,ham
doc1236,VERB,PUNCT,ham
doc1236,PUNCT,NA,ham
doc1237,ADV,ADJ,ham
doc1237,ADJ,AUX,ham
doc1237,AUX,PRON,ham
doc1237,PRON,VERB,ham
doc1237,VERB,PUNCT,ham
doc1237,PUNCT,NA,ham
doc1238,AUX,PRON,ham
doc1238,PRON,NOUN,ham
doc1238,NOUN,ADP,ham
doc1238,ADP,NOUN,ham
doc1238,NOUN,NOUN,ham
doc1238,NOUN,CCONJ,ham
doc1238,CCONJ,NOUN,ham
doc1238,NOUN,NOUN,ham
doc1238,NOUN,PUNCT,ham
doc1238,PUNCT,NA,ham
doc1239,ADJ,ADJ,ham
doc1239,ADJ,ADP,ham
doc1239,ADP,NOUN,ham
doc1239,NOUN,PUNCT,ham
doc1239,PUNCT,DET,ham
doc1239,DET,VERB,ham
doc1239,VERB,PART,ham
doc1239,PART,VERB,ham
doc1239,VERB,DET,ham
doc1239,DET,NOUN,ham
doc1239,NOUN,ADV,ham
doc1239,ADV,PUNCT,ham
doc1239,PUNCT,NA,ham
doc1240,VERB,PRON,ham
doc1240,PRON,AUX,ham
doc1240,AUX,VERB,ham
doc1240,VERB,DET,ham
doc1240,DET,ADJ,ham
doc1240,ADJ,ADJ,ham
doc1240,ADJ,NOUN,ham
doc1240,NOUN,PUNCT,ham
doc1240,PUNCT,AUX,ham
doc1240,AUX,VERB,ham
doc1240,VERB,PRON,ham
doc1240,PRON,DET,ham
doc1240,DET,ADV,ham
doc1240,ADV,ADJ,ham
doc1240,ADJ,PUNCT,ham
doc1240,PUNCT,PRON,ham
doc1240,PRON,AUX,ham
doc1240,AUX,VERB,ham
doc1240,VERB,ADP,ham
doc1240,ADP,NOUN,ham
doc1240,NOUN,PUNCT,ham
doc1240,PUNCT,NA,ham
doc1241,INTJ,INTJ,ham
doc1241,INTJ,PRON,ham
doc1241,PRON,AUX,ham
doc1241,AUX,VERB,ham
doc1241,VERB,ADP,ham
doc1241,ADP,NUM,ham
doc1241,NUM,NOUN,ham
doc1241,NOUN,INTJ,ham
doc1241,INTJ,PUNCT,ham
doc1241,PUNCT,INTJ,ham
doc1241,INTJ,PUNCT,ham
doc1241,PUNCT,AUX,ham
doc1241,AUX,PRON,ham
doc1241,PRON,VERB,ham
doc1241,VERB,NOUN,ham
doc1241,NOUN,PUNCT,ham
doc1241,PUNCT,NA,ham
doc1242,PRON,VERB,ham
doc1242,VERB,PART,ham
doc1242,PART,VERB,ham
doc1242,VERB,PRON,ham
doc1242,PRON,DET,ham
doc1242,DET,NOUN,ham
doc1242,NOUN,PUNCT,ham
doc1242,PUNCT,NOUN,ham
doc1242,NOUN,SYM,ham
doc1242,SYM,ADV,ham
doc1242,ADV,ADV,ham
doc1242,ADV,VERB,ham
doc1242,VERB,PUNCT,ham
doc1242,PUNCT,NA,ham
doc1243,PRON,AUX,ham
doc1243,AUX,VERB,ham
doc1243,VERB,ADV,ham
doc1243,ADV,PART,ham
doc1243,PART,VERB,ham
doc1243,VERB,CCONJ,ham
doc1243,CCONJ,NOUN,ham
doc1243,NOUN,VERB,ham
doc1243,VERB,ADJ,ham
doc1243,ADJ,NA,ham
doc1244,DET,VERB,ham
doc1244,VERB,PRON,ham
doc1244,PRON,PUNCT,ham
doc1244,PUNCT,PRON,ham
doc1244,PRON,AUX,ham
doc1244,AUX,ADP,ham
doc1244,ADP,DET,ham
doc1244,DET,NOUN,ham
doc1244,NOUN,VERB,ham
doc1244,VERB,NOUN,ham
doc1244,NOUN,PUNCT,ham
doc1244,PUNCT,SYM,ham
doc1244,SYM,NA,ham
doc1245,ADV,PUNCT,ham
doc1245,PUNCT,PRON,ham
doc1245,PRON,AUX,ham
doc1245,AUX,VERB,ham
doc1245,VERB,ADV,ham
doc1245,ADV,NUM,ham
doc1245,NUM,NOUN,ham
doc1245,NOUN,ADV,ham
doc1245,ADV,PUNCT,ham
doc1245,PUNCT,NA,ham
doc1246,INTJ,PRON,ham
doc1246,PRON,DET,ham
doc1246,DET,NOUN,ham
doc1246,NOUN,PART,ham
doc1246,PART,VERB,ham
doc1246,VERB,NOUN,ham
doc1246,NOUN,PRON,ham
doc1246,PRON,AUX,ham
doc1246,AUX,ADJ,ham
doc1246,ADJ,NOUN,ham
doc1246,NOUN,NA,ham
doc1247,PRON,AUX,ham
doc1247,AUX,VERB,ham
doc1247,VERB,PRON,ham
doc1247,PRON,PRON,ham
doc1247,PRON,VERB,ham
doc1247,VERB,PUNCT,ham
doc1247,PUNCT,AUX,ham
doc1247,AUX,DET,ham
doc1247,DET,NOUN,ham
doc1247,NOUN,SCONJ,ham
doc1247,SCONJ,PART,ham
doc1247,PART,VERB,ham
doc1247,VERB,NOUN,ham
doc1247,NOUN,PUNCT,ham
doc1247,PUNCT,PRON,ham
doc1247,PRON,AUX,ham
doc1247,AUX,VERB,ham
doc1247,VERB,ADV,ham
doc1247,ADV,PUNCT,ham
doc1247,PUNCT,NOUN,ham
doc1247,NOUN,NOUN,ham
doc1247,NOUN,ADJ,ham
doc1247,ADJ,PUNCT,ham
doc1247,PUNCT,ADJ,ham
doc1247,ADJ,NOUN,ham
doc1247,NOUN,PUNCT,ham
doc1247,PUNCT,NA,ham
doc1248,ADJ,NOUN,ham
doc1248,NOUN,PUNCT,ham
doc1248,PUNCT,PRON,ham
doc1248,PRON,ADP,ham
doc1248,ADP,NOUN,ham
doc1248,NOUN,VERB,ham
doc1248,VERB,DET,ham
doc1248,DET,NOUN,ham
doc1248,NOUN,PUNCT,ham
doc1248,PUNCT,ADV,ham
doc1248,ADV,VERB,ham
doc1248,VERB,PRON,ham
doc1248,PRON,VERB,ham
doc1248,VERB,X,ham
doc1248,X,PUNCT,ham
doc1248,PUNCT,NA,ham
doc1249,PROPN,PROPN,ham
doc1249,PROPN,PUNCT,ham
doc1249,PUNCT,PROPN,ham
doc1249,PROPN,PART,ham
doc1249,PART,PROPN,ham
doc1249,PROPN,PROPN,ham
doc1249,PROPN,PUNCT,ham
doc1249,PUNCT,PROPN,ham
doc1249,PROPN,PROPN,ham
doc1249,PROPN,PROPN,ham
doc1249,PROPN,PROPN,ham
doc1249,PROPN,NUM,ham
doc1249,NUM,PRON,ham
doc1249,PRON,PUNCT,ham
doc1249,PUNCT,PROPN,ham
doc1249,PROPN,PROPN,ham
doc1249,PROPN,PROPN,ham
doc1249,PROPN,PROPN,ham
doc1249,PROPN,PUNCT,ham
doc1249,PUNCT,PROPN,ham
doc1249,PROPN,PROPN,ham
doc1249,PROPN,PROPN,ham
doc1249,PROPN,PROPN,ham
doc1249,PROPN,PRON,ham
doc1249,PRON,PROPN,ham
doc1249,PROPN,PROPN,ham
doc1249,PROPN,PROPN,ham
doc1249,PROPN,PUNCT,ham
doc1249,PUNCT,CCONJ,ham
doc1249,CCONJ,PROPN,ham
doc1249,PROPN,PROPN,ham
doc1249,PROPN,PROPN,ham
doc1249,PROPN,ADP,ham
doc1249,ADP,PROPN,ham
doc1249,PROPN,PROPN,ham
doc1249,PROPN,NA,ham
doc1250,PRON,VERB,ham
doc1250,VERB,PRON,ham
doc1250,PRON,ADV,ham
doc1250,ADV,PUNCT,ham
