lemma	pos	freq_ipm
ритм	s	30.6
такси	s	30.6
улучшение	s	30.6
философ	s	30.6
валяться	v	30.5
воин	s	30.5
жара	s	30.5
зарабатывать	v	30.5
олигарх	s	30.5
охватить	v	30.5
предусматривать	v	30.5
строчка	s	30.5
фрагмент	s	30.5
бюро	s	30.4
выражаться	v	30.4
доходить	v	30.4
жалкий	a	30.4
обидеть	v	30.4
обойти	v	30.4
Питер	s.PROP	30.4
посторонний	a	30.4
проспект	s	30.4
самоуправление	s	30.4
сборная	s	30.4
сломать	v	30.4
СНГ	s.PROP	30.4
тогдашний	a	30.4
вытянуть	v	30.3
даваться	v	30.3
зерно	s	30.3
ледяной	a	30.3
отвернуться	v	30.3
платеж	s	30.3
потребление	s	30.3
прощать	v	30.3
рухнуть	v	30.3
свернуть	v	30.3
стесняться	v	30.3
возражать	v	30.2
вред	s	30.2
выделяться	v	30.2
кафедра	s	30.2
КГБ	s.PROP	30.2
напиток	s	30.2
осветить	v	30.2
приступить	v	30.2
пробормотать	v	30.2
структурный	a	30.2
яма	s	30.2
англичанин	s	30.1
длиться	v	30.1
занятый	a	30.1
изложить	v	30.1
кругом	adv	30.1
лицензия	s	30.1
обозначить	v	30.1
полюбить	v	30.1
пот	s	30.1
проиграть	v	30.1
пятница	s	30.1
распахнуть	v	30.1
рота	s	30.1
семейство	s	30.1
сосна	s	30.1
убеждение	s	30.1
форум	s	30.1
шампанское	s	30.1
могучий	a	30
оттенок	s	30
провожать	v	30
реагировать	v	30
рисковать	v	30
устроиться	v	30
громадный	a	29.9
подобно	pr	29.9
пустыня	s	29.9
сборник	s	29.9
словно	part	29.9
сталинский	a	29.9
увеличиться	v	29.9
военнослужащий	s	29.8
Кирилл	s.PROP	29.8
кончить	v	29.8
надолго	adv	29.8
объявление	s	29.8
поза	s	29.8
сельскохозяйственный	a	29.8
столкнуться	v	29.8
блеск	s	29.7
Глеб	s.PROP	29.7
заснуть	v	29.7
папка	s	29.7
размышление	s	29.7
регулярно	adv	29.7
свести	v	29.7
смешно	adv	29.7
современник	s	29.7
авария	s	29.6
отправляться	v	29.6
прогулка	s	29.6
сбить	v	29.6
секс	s	29.6
славный	a	29.6
среднее	s	29.6
степь	s	29.6
бизнесмен	s	29.5
британский	a	29.5
дура	s	29.5
ковер	s	29.5
кончаться	v	29.5
кредитный	a	29.5
любопытный	a	29.5
Мандельштам	s.PROP	29.5
нарушать	v	29.5
пламя	s	29.5
реально	adv	29.5
старость	s	29.5
стрельба	s	29.5
верх	s	29.4
внедрение	s	29.4
вступление	s	29.4
выпасть	v	29.4
добиваться	v	29.4
накануне	pr	29.4
НАТО	s.PROP	29.4
оптимальный	a	29.4
предупреждать	v	29.4
прервать	v	29.4
районный	a	29.4
рана	s	29.4
стандартный	a	29.4
счесть	v	29.4
треть	s	29.4
ус	s	29.4
флаг	s	29.4
чистота	s	29.4
варить	v	29.3
крепость	s	29.3
Люся	s.PROP	29.3
некоторые	spro	29.3
полететь	v	29.3
призывать	v	29.3
психолог	s	29.3
расположение	s	29.3
фаза	s	29.3
чуть-чуть	adv	29.3
выбраться	v	29.2
выделять	v	29.2
намного	adv	29.2
недалеко	adv	29.2
немалый	a	29.2
охотно	adv	29.2
Пастернак	s.PROP	29.2
расстрелять	v	29.2
совместно	adv	29.2
асфальт	s	29.1
бессмысленный	a	29.1
валюта	s	29.1
натуральный	a	29.1
негативный	a	29.1
откровенно	adv	29.1
палатка	s	29.1
перевозка	s	29.1
плоский	a	29.1
разглядеть	v	29.1
стойка	s	29.1
успокоить	v	29.1
холодильник	s	29.1
ветеран	s	29
вор	s	29
выделение	s	29
где-нибудь	advpro	29
кинуться	v	29
листок	s	29
переставать	v	29
предок	s	29
расследование	s	29
решетка	s	29
сибирский	a	29
скамейка	s	29
слабо	adv	29
торжество	s	29
экспертиза	s	29
боковой	a	28.9
делегация	s	28.9
дорожный	a	28.9
Индия	s.PROP	28.9
миф	s	28.9
соблюдение	s	28.9
ступенька	s	28.9
турнир	s	28.9
формироваться	v	28.9
щель	s	28.9
Варвара	s.PROP	28.8
гнев	s	28.8
заглядывать	v	28.8
задумываться	v	28.8
командовать	v	28.8
льгота	s	28.8
математический	a	28.8
менеджер	s	28.8
мыть	v	28.8
немного	num	28.8
отобрать	v	28.8
предположение	s	28.8
сложно	adv	28.8
хохотать	v	28.8
батарея	s	28.7
идеологический	a	28.7
контекст	s	28.7
Лиза	s.PROP	28.7
незаконный	a	28.7
познание	s	28.7
Рим	s.PROP	28.7
скрыться	v	28.7
авиационный	a	28.6
видать	v	28.6
выжить	v	28.6
выносить	v	28.6
железо	s	28.6
заодно	adv	28.6
записывать	v	28.6
избиратель	s	28.6
л	s.PROP	28.6
некуда	adv	28.6
перебить	v	28.6
программный	a	28.6
рейтинг	s	28.6
самарский	a	28.6
скважина	s	28.6
специальность	s	28.6
тронуть	v	28.6
аргумент	s	28.5
дверца	s	28.5
огонек	s	28.5
Петя	s.PROP	28.5
прогресс	s	28.5
строитель	s	28.5
угодно	part	28.5
шестьдесят	num	28.5
базовый	a	28.4
биологический	a	28.4
ген	s	28.4
гениальный	a	28.4
деревенский	a	28.4
загадочный	a	28.4
певец	s	28.4
прятаться	v	28.4
размышлять	v	28.4
ремень	s	28.4
соперник	s	28.4
соседка	s	28.4
грозный	a	28.3
завтрак	s	28.3
отчасти	adv	28.3
подозрение	s	28.3
проклятый	a	28.3
располагать	v	28.3
ружье	s	28.3
следом	adv	28.3
стремительно	adv	28.3
Яков	s.PROP	28.3
балкон	s	28.2
Валентин	s.PROP	28.2
волшебный	a	28.2
заслуга	s	28.2
зачастую	adv	28.2
изготовление	s	28.2
контора	s	28.2
ломать	v	28.2
огород	s	28.2
подводный	a	28.2
приложение	s	28.2
рваться	v	28.2
речка	s	28.2
социализм	s	28.2
сырой	a	28.2
терроризм	s	28.2
уничтожение	s	28.2
эра	s	28.2
беспокоиться	v	28.1
заканчиваться	v	28.1
оформить	v	28.1
первичный	a	28.1
предстоящий	a	28.1
трамвай	s	28.1
финал	s	28.1
шептать	v	28.1
восьмой	anum	28
галстук	s	28
колбаса	s	28
математика	s	28
миновать	v	28
независимость	s	28
нелепый	a	28
патриарх	s	28
разделять	v	28
реконструкция	s	28
сформулировать	v	28
набережная	s	27.9
наполнить	v	27.9
недовольный	a	27.9
недра	s	27.9
переживание	s	27.9
поздравлять	v	27.9
покидать	v	27.9
баланс	s	27.8
блестеть	v	27.8
вносить	v	27.8
девка	s	27.8
знамя	s	27.8
коснуться	v	27.8
медицина	s	27.8
осенний	a	27.8
отчетливо	adv	27.8
потребоваться	v	27.8
пушкинский	a	27.8
ужасно	adv	27.8
юбилей	s	27.8
вложить	v	27.7
греческий	a	27.7
задумчиво	adv	27.7
кирпич	s	27.7
несчастье	s	27.7
плащ	s	27.7
понести	v	27.7
похороны	s	27.7
прошептать	v	27.7
рассмеяться	v	27.7
рюмка	s	27.7
совершенствование	s	27.7
солидный	a	27.7
творить	v	27.7
энергетический	a	27.7
ярко	adv	27.7
всемирный	a	27.6
исход	s	27.6
контрольный	a	27.6
ликвидация	s	27.6
оболочка	s	27.6
общее	s	27.6
ООО	s.PROP	27.6
планироваться	v	27.6
поступление	s	27.6
поэтический	a	27.6
симпатичный	a	27.6
усталость	s	27.6
уступать	v	27.6
школьник	s	27.6
аренда	s	27.5
ежедневно	adv	27.5
Ефим	s.PROP	27.5
комбинат	s	27.5
малейший	a	27.5
местность	s	27.5
нападение	s	27.5
обсудить	v	27.5
оторвать	v	27.5
специфический	a	27.5
убежать	v	27.5
биография	s	27.4
бурный	a	27.4
добавлять	v	27.4
допрос	s	27.4
звено	s	27.4
лишение	s	27.4
модернизация	s	27.4
поделиться	v	27.4
потянуться	v	27.4
футбол	s	27.4
Аркадий	s.PROP	27.3
весенний	a	27.3
выслушать	v	27.3
грипп	s	27.3
коммунальный	a	27.3
набирать	v	27.3
отрезать	v	27.3
роскошный	a	27.3
территориальный	a	27.3
удобно	adv	27.3
заботиться	v	27.2
запрет	s	27.2
командировка	s	27.2
неизбежный	a	27.2
общественность	s	27.2
почитать	v	27.2
протест	s	27.2
суп	s	27.2
авторский	a	27.1
вводить	v	27.1
каша	s	27.1
командование	s	27.1
муха	s	27.1
педагог	s	27.1
пожелать	v	27.1
посещать	v	27.1
потянуть	v	27.1
походить	v	27.1
прижать	v	27.1
прислушиваться	v	27.1
совершенный	a	27.1
торговать	v	27.1
видение	s	27
гарантировать	v	27
Грузия	s.PROP	27
избавиться	v	27
интонация	s	27
напряженный	a	27
общежитие	s	27
печка	s	27
рассуждение	s	27
рождаться	v	27
семинар	s	27
собственник	s	27
спектр	s	27
турист	s	27
шепот	s	27
возрасти	v	26.9
молния	s	26.9
ограничить	v	26.9
охотник	s	26.9
